LAMMPS data file via write_data, version 22 Aug 2018, timestep = 22

21438 atoms
6 atom types

3.5042754030204321e-01 1.8645415900936203e+02 xlo xhi
3.0347915334153863e-01 1.6147403901074290e+02 ylo yhi
0.0000000000000000e+00 1.0000000000000000e+02 zlo zhi
9.3051865734530637e+01 0.0000000000000000e+00 0.0000000000000000e+00 xy xz yz

Masses

1 95.94
2 32.066
3 32.066
4 95.94
5 32.066
6 32.066

Atoms # atomic

559 2 4.0734700170556346e+00 6.4753746575295743e+00 4.3252071624262074e+00 0 0 0
657 2 3.9978941684297236e+00 3.3558058745699926e+00 4.3323421169262151e+00 0 0 0
659 1 3.1429280316729269e+00 4.9374757008621790e+00 5.8896882049745454e+00 0 0 0
660 2 6.7159797442349456e+00 4.8728692736521309e+00 4.3252414331446154e+00 0 0 0
662 1 5.8697811759157013e+00 6.4606948448820072e+00 5.8817593215998700e+00 0 0 0
663 2 9.4331087728950571e+00 6.3910062490394717e+00 4.3152123213521110e+00 0 0 0
751 1 5.7934731955340757e+00 3.3309330103142791e+00 5.8892904412713749e+00 0 0 0
752 2 9.3548612410683241e+00 3.2583815339640045e+00 4.3236317057438702e+00 0 0 0
754 1 8.5108538348963521e+00 4.8495943205996888e+00 5.8813267983681552e+00 0 0 0
757 1 1.1227817205578917e+01 6.3673787844284480e+00 5.8700911665671063e+00 0 0 0
14295 2 1.2776511152065617e+00 1.8428313498144728e+00 4.3362956247119060e+00 0 1 0
14307 1 3.0739213683441813e+00 1.8145497106886759e+00 5.8944567746271401e+00 0 1 0
14308 2 6.6457137210631831e+00 1.7461954542426832e+00 4.3303487133732723e+00 0 1 0
14329 1 8.4399492754824355e+00 1.7119455224785041e+00 5.8866986821306755e+00 0 1 0
560 3 4.0758164104257242e+00 6.4850164852810774e+00 7.4444036273157614e+00 0 0 0
658 3 4.0000308751075950e+00 3.3618912073788785e+00 7.4514744318347388e+00 0 0 0
661 3 6.7192518156869712e+00 4.8827472135353069e+00 7.4444514642941186e+00 0 0 0
664 3 9.4380135058657455e+00 6.4046699708238153e+00 7.4344994670731062e+00 0 0 0
753 3 9.3587578942727809e+00 3.2671236019593533e+00 7.4428799419235334e+00 0 0 0
1730 5 4.7533110953171045e+00 5.0348134895403724e+00 1.0488802709930443e+01 0 0 0
1732 4 5.6149516210523727e+00 6.6049851327759219e+00 1.2051624937321080e+01 0 0 0
1733 5 7.4211796558191434e+00 6.6231077108758791e+00 1.0495443680375926e+01 0 0 0
1825 4 5.6937978594105045e+00 3.5035758687369407e+00 1.2049033179348095e+01 0 0 0
1826 5 7.5005976919371751e+00 3.5294165829728454e+00 1.0493872158818158e+01 0 0 0
1828 4 8.3676874573737123e+00 5.0975658934663235e+00 1.2056996825451511e+01 0 0 0
1829 5 1.0178002312324196e+01 5.1229719111550578e+00 1.0503824160343047e+01 0 0 0
1831 4 1.1040609050074279e+01 6.6916329763970879e+00 1.2068232463423234e+01 0 0 0
14296 3 1.2780800744484719e+00 1.8452199979935293e+00 7.4553790182551580e+00 0 1 0
14309 3 6.6493204850502012e+00 1.7508287622405501e+00 7.4495209091751811e+00 0 1 0
15492 5 2.1494360812019657e+00 3.3598720610869059e-01 1.0482944601800844e+01 0 1 0
15494 4 3.0207954832064092e+00 1.9065665352017733e+00 1.2043866844575515e+01 0 1 0
15495 5 4.8238872808792683e+00 1.9349301574515250e+00 1.0486849189189623e+01 0 1 0
15511 4 5.7598320466368635e+00 4.0486507358606560e-01 1.2048635418456049e+01 0 1 0
15512 5 7.5664858686240253e+00 4.3899972792832537e-01 1.0493919997978638e+01 0 1 0
15514 4 8.4424050960098214e+00 2.0047796115402017e+00 1.2056564303260616e+01 0 1 0
465 2 6.8961697059282230e+00 1.1125453706366446e+01 4.3053257324214256e+00 0 0 0
468 2 9.6299115003868625e+00 1.2654072743565337e+01 4.2934186572788731e+00 0 0 0
562 2 6.7995422544582533e+00 7.9989788592720323e+00 4.3156260411994349e+00 0 0 0
564 1 5.9599483211456459e+00 9.5886481092069857e+00 5.8714962820335410e+00 0 0 0
565 2 9.5253418112712342e+00 9.5227599298486023e+00 4.3034551946730373e+00 0 0 0
567 1 8.6940479210928299e+00 1.1116982840551458e+01 5.8599275075223378e+00 0 0 0
568 2 1.2251823886243404e+01 1.1043110595228953e+01 4.2877438069011680e+00 0 0 0
570 1 1.1429057591478392e+01 1.2641194273576298e+01 5.8458411435778208e+00 0 0 0
571 2 1.4980460476329636e+01 1.2555970228253489e+01 4.2665631900994390e+00 0 0 0
665 1 8.5956550077063270e+00 7.9848669310662617e+00 5.8710810942790950e+00 0 0 0
666 2 1.2150488220295074e+01 7.9069268123596981e+00 4.3014017479439302e+00 0 0 0
668 1 1.1322062296770540e+01 9.5065574170744842e+00 5.8571275186532334e+00 0 0 0
671 1 1.4050618656404263e+01 1.1021900110726738e+01 5.8382187072088412e+00 0 0 0
466 3 6.9024547585830796e+00 1.1135971935308403e+01 7.4246643057650612e+00 0 0 0
469 3 9.6400542938681557e+00 1.2664206076862616e+01 7.4127818694481640e+00 0 0 0
563 3 6.8037237472375303e+00 8.0114797535497662e+00 7.4348970818600053e+00 0 0 0
566 3 9.5324210224107624e+00 9.5373551979495694e+00 7.4227869684263510e+00 0 0 0
569 3 1.2264084009525821e+01 1.1059116084872700e+01 7.4070845406678814e+00 0 0 0
572 3 1.5000622324055225e+01 1.2572684741267237e+01 7.3858111003047568e+00 0 0 0
667 3 1.2158698606208688e+01 7.9244043953095407e+00 7.4207319888778018e+00 0 0 0
1640 5 7.3274143932451112e+00 9.7199713617270707e+00 1.0498151018820082e+01 0 0 0
1642 4 8.1774995851267889e+00 1.1294066302079552e+01 1.2060924853584401e+01 0 0 0
1643 5 9.9860758587943668e+00 1.1304940779769687e+01 1.0506739353197606e+01 0 0 0
1645 4 1.0830506168217825e+01 1.2881672783958738e+01 1.2070373510717500e+01 0 0 0
1646 5 1.2643293227629366e+01 1.2895500216154133e+01 1.0520841630729455e+01 0 0 0
1735 4 8.2791827371169244e+00 8.1939547002778461e+00 1.2058861141844632e+01 0 0 0
1736 5 1.0089055000415414e+01 8.2118564526531230e+00 1.0505242374137875e+01 0 0 0
1738 4 1.0941557200316280e+01 9.7843217662392075e+00 1.2069876247646295e+01 0 0 0
1739 5 1.2755459285980757e+01 9.8048596733185693e+00 1.0519949469565939e+01 0 0 0
1741 4 1.3600337516586192e+01 1.1379666820920786e+01 1.2086815360164264e+01 0 0 0
755 2 1.2063443698157931e+01 4.7695370797114274e+00 4.3137739400958006e+00 0 0 0
758 2 1.4773222152351721e+01 6.2763806430414029e+00 4.2990609222996472e+00 0 0 0
837 1 1.1148152830710805e+01 3.2247525704284392e+00 5.8794624821749508e+00 0 0 0
838 2 1.4692292309533411e+01 3.1340846842910022e+00 4.3122685022298457e+00 0 0 0
840 1 1.3856638328364729e+01 4.7352529607797660e+00 5.8684473851488317e+00 0 0 0
841 2 1.7396344778740890e+01 4.6322296060775994e+00 4.2982004253280532e+00 0 0 0
843 1 1.6567637817171757e+01 6.2401517348165534e+00 5.8515082868024191e+00 0 0 0
914 1 1.6483497468881669e+01 3.0904044291089541e+00 5.8679501262656011e+00 0 0 0
14330 2 1.1990839700002553e+01 1.6302879771843695e+00 4.3208824901078211e+00 0 1 0
14360 1 1.3782086645975507e+01 1.5866365675539607e+00 5.8773987724056820e+00 0 1 0
756 3 1.2068592320641331e+01 4.7831970564249078e+00 7.4330812546858489e+00 0 0 0
759 3 1.4781375703388616e+01 6.2958692971248595e+00 7.4183741703832631e+00 0 0 0
839 3 1.4695792342439558e+01 3.1474723294950575e+00 7.4315842784425818e+00 0 0 0
842 3 1.7401865888875186e+01 4.6534103594399081e+00 7.4174820151577201e+00 0 0 0
1832 5 1.2854473486670551e+01 6.7192871284905342e+00 1.0517591646148102e+01 0 0 0
1922 4 1.1125313761734972e+01 3.6033695690481515e+00 1.2067242533948876e+01 0 0 0
1923 5 1.2938191047971698e+01 3.6383886176017750e+00 1.0515536662588030e+01 0 0 0
1925 4 1.3806340027584538e+01 5.2036623141411438e+00 1.2081196115831412e+01 0 0 0
1926 5 1.5621906132543391e+01 5.2431977326673564e+00 1.0531239097470715e+01 0 0 0
1928 4 1.6482943479278291e+01 6.8089901048546757e+00 1.2100104937235583e+01 0 0 0
1929 5 1.8300964201110617e+01 6.8563251201243363e+00 1.0552512548728746e+01 0 0 0
2010 4 1.6574512811676364e+01 3.7290045381072963e+00 1.2092482491176966e+01 0 0 0
14331 3 1.1993837845029100e+01 1.6374886666412898e+00 7.4401726042996028e+00 0 1 0
15515 5 1.0252395508544168e+01 2.0382051632774294e+00 1.0503426545154674e+01 0 1 0
15542 4 1.1196375647263196e+01 5.1889002812906249e-01 1.2066827345468731e+01 0 1 0
15543 5 1.3007650606099777e+01 5.6146264702103832e-01 1.0513659322403843e+01 0 1 0
15545 4 1.3887002152373475e+01 2.1225223867260543e+00 1.2078396122165918e+01 0 1 0
15546 5 1.5699939965727822e+01 2.1681763355325581e+00 1.0525541761272565e+01 0 1 0
669 2 1.4869767797653637e+01 9.4169622604551542e+00 4.2819695611514090e+00 0 0 0
672 2 1.7593390254705913e+01 1.0917218080092809e+01 4.2548746711117964e+00 0 0 0
674 1 1.6783054300674465e+01 1.2526630060917928e+01 5.8122425821223791e+00 0 0 0
675 2 2.0324583601533998e+01 1.2404205330188761e+01 4.2193912635538977e+00 0 0 0
760 1 1.3946208599684152e+01 7.8808397834610320e+00 5.8540274704458888e+00 0 0 0
761 2 1.7486654690416835e+01 7.7754075412848556e+00 4.2772915589075486e+00 0 0 0
763 1 1.6668088094779840e+01 9.3861473253678032e+00 5.8309518224301140e+00 0 0 0
764 2 2.0207043102737519e+01 9.2633037235061266e+00 4.2468980926204996e+00 0 0 0
766 1 1.9395728046793312e+01 1.0879390515803884e+01 5.7992516559595702e+00 0 0 0
769 1 2.2131325974207122e+01 1.2357343282521324e+01 5.7596502355633579e+00 0 0 0
846 1 1.9283720781197594e+01 7.7359513301765954e+00 5.8265210276819843e+00 0 0 0
670 3 1.4883641701168635e+01 9.4382657522438738e+00 7.4012630120819862e+00 0 0 0
673 3 1.7614808523092851e+01 1.0942011082223134e+01 7.3739850265225355e+00 0 0 0
676 3 2.0353353509573886e+01 1.2431203883522159e+01 7.3381374729108817e+00 0 0 0
762 3 1.7499608507229269e+01 7.8014778929480491e+00 7.3965069870573714e+00 0 0 0
765 3 2.0225465410479611e+01 9.2959271234898075e+00 7.3658566720834608e+00 0 0 0
1742 5 1.5418470985697782e+01 1.1406114054199040e+01 1.0541816669537790e+01 0 0 0
1744 4 1.6253779449448800e+01 1.2983963883945970e+01 1.2111802639432888e+01 0 0 0
1745 5 1.8075630439684758e+01 1.3019550781651100e+01 1.0572467006812223e+01 0 0 0
1834 4 1.3710500424211061e+01 8.2890984964441365e+00 1.2084296169802146e+01 0 0 0
1835 5 1.5527987432812159e+01 8.3222264116070601e+00 1.0537060634799927e+01 0 0 0
1837 4 1.6375074747398958e+01 9.8936615291420384e+00 1.2107371833000377e+01 0 0 0
1838 5 1.8195852505481231e+01 9.9356136139136755e+00 1.0564338637022853e+01 0 0 0
1840 4 1.9032081263029529e+01 1.1509245439396397e+01 1.2139072019801558e+01 0 0 0
1841 5 2.0854803799178324e+01 1.1562666757802152e+01 1.0600186211955872e+01 0 0 0
1843 4 2.1679824869045873e+01 1.3139366369836655e+01 1.2178673464903946e+01 0 0 0
1931 4 1.9152295667377029e+01 8.4229838257924730e+00 1.2126081076516355e+01 0 0 0
844 2 2.0106107624017877e+01 6.1216355929451813e+00 4.2765470560681393e+00 0 0 0
